City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Fall,Snow Fall
64,Georgetown,MY,2020-04-20 00:14:29,5.41,100.34,80.6,94,20,3.91,few clouds,0.0,0.0
65,Coihaique,CL,2020-04-20 00:18:38,-45.58,-72.07,41.0,93,40,8.05,scattered clouds,0.0,0.0
66,Sitka,US,2020-04-20 00:18:38,57.05,-135.33,51.8,81,90,5.82,overcast clouds,0.0,0.0
67,Nanning,CN,2020-04-20 00:18:39,22.82,108.32,73.4,94,20,2.24,mist,0.0,0.0
68,Hithadhoo,MV,2020-04-20 00:15:55,-0.6,73.08,84.76,75,90,10.29,light rain,0.12,0.0
69,Kismayo,SO,2020-04-20 00:13:42,-0.36,42.55,79.99,83,100,17.22,light rain,0.66,0.0
70,Johannesburg,ZA,2020-04-20 00:13:42,-26.2,28.04,56.1,34,5,4.74,clear sky,0.0,0.0
71,Auki,SB,2020-04-20 00:18:40,-8.77,160.7,84.72,69,51,3.29,broken clouds,0.0,0.0
72,Awbari,LY,2020-04-20 00:18:40,26.59,12.78,82.09,16,26,23.04,scattered clouds,0.0,0.0
73,Qaanaaq,GL,2020-04-20 00:18:41,77.48,-69.36,15.82,84,75,16.4,broken clouds,0.0,0.0
74,Mahibadhoo,MV,2020-04-20 00:16:36,3.78,72.97,84.88,74,80,8.12,light rain,1.11,0.0
75,Roald,NO,2020-04-20 00:18:41,62.58,6.13,39.99,93,0,9.17,clear sky,0.0,0.0
76,Spring Hill,US,2020-04-20 00:14:31,28.48,-82.53,86.0,51,40,11.41,scattered clouds,0.0,0.0
77,Ilulissat,GL,2020-04-20 00:15:57,69.22,-51.1,30.2,54,100,23.04,overcast clouds,0.0,0.0
78,Barrow,US,2020-04-20 00:18:42,71.29,-156.79,14.0,78,90,5.82,light snow,0.0,0.0
79,Beihai,CN,2020-04-20 00:18:42,21.48,109.1,75.4,92,28,8.34,scattered clouds,0.0,0.0
80,Buenos Aires,AR,2020-04-20 00:09:38,-34.61,-58.38,70.0,77,0,1.12,clear sky,0.0,0.0
81,Atuona,PF,2020-04-20 00:14:43,-9.8,-139.03,82.89,73,38,12.97,scattered clouds,0.0,0.0
82,Ushuaia,AR,2020-04-20 00:18:43,-54.8,-68.3,41.0,86,90,27.51,overcast clouds,0.0,0.0
83,Nikolskoye,RU,2020-04-20 00:18:43,59.7,30.79,37.4,94,67,4.47,broken clouds,0.0,0.0
84,Aripuana,BR,2020-04-20 00:15:02,-9.17,-60.63,75.76,88,95,1.66,light rain,0.37,0.0
85,Saskylakh,RU,2020-04-20 00:18:43,71.92,114.08,17.15,95,2,3.6,clear sky,0.0,0.0
86,Tasiilaq,GL,2020-04-20 00:18:43,65.61,-37.64,32.0,92,100,3.36,overcast clouds,0.0,0.0
87,Goderich,CA,2020-04-20 00:09:10,43.75,-81.72,37.99,65,27,12.86,scattered clouds,0.0,0.0
88,Chaohu,CN,2020-04-20 00:18:44,31.6,117.87,61.0,100,70,6.71,mist,0.0,0.0
89,Springbok,ZA,2020-04-20 00:18:44,-29.66,17.89,53.87,40,0,3.18,clear sky,0.0,0.0
90,Shelburne,CA,2020-04-20 00:18:45,44.08,-80.2,35.6,80,20,11.41,few clouds,0.0,0.0
91,Port Hardy,CA,2020-04-20 00:15:18,50.7,-127.42,55.4,66,40,14.99,scattered clouds,0.0,0.0
92,Flin Flon,CA,2020-04-20 00:18:45,54.77,-101.86,39.2,51,75,16.11,broken clouds,0.0,0.0
93,Namwala,ZM,2020-04-20 00:18:45,-15.75,26.44,61.72,62,0,1.23,clear sky,0.0,0.0
94,Kenitra,MA,2020-04-20 00:14:24,34.26,-6.58,64.0,82,75,5.82,broken clouds,0.0,0.0
95,Bluff,NZ,2020-04-20 00:14:54,-46.6,168.33,55.99,65,78,5.01,light rain,0.2,0.0
96,Longyearbyen,SJ,2020-04-20 00:18:46,78.22,15.64,28.4,86,90,34.45,light snow,0.0,0.0
97,Ulladulla,AU,2020-04-20 00:08:48,-35.35,150.47,59.0,67,100,5.82,overcast clouds,0.0,0.0
98,Kaitong,CN,2020-04-20 00:18:48,44.81,123.15,33.3,89,100,26.75,moderate rain,10.16,0.0
99,Vila Franca Do Campo,PT,2020-04-20 00:15:43,37.72,-25.43,55.4,62,20,4.7,few clouds,0.0,0.0
100,Nicosia,CY,2020-04-20 00:17:41,35.17,33.37,62.6,82,34,8.05,scattered clouds,0.0,0.0
101,Xinzhou,CN,2020-04-20 00:18:48,38.41,112.73,47.32,31,0,11.32,clear sky,0.0,0.0
102,Mnogovershinnyy,RU,2020-04-20 00:18:49,53.94,139.92,22.15,95,100,11.65,light snow,0.0,1.35
103,Tiksi,RU,2020-04-20 00:18:49,71.69,128.87,14.04,91,94,6.31,overcast clouds,0.0,0.0
104,Machilipatnam,IN,2020-04-20 00:18:49,16.17,81.13,78.22,91,14,5.48,few clouds,0.0,0.0
105,Saryg-Sep,RU,2020-04-20 00:18:49,51.5,95.6,37.67,49,0,2.68,clear sky,0.0,0.0
106,Yulara,AU,2020-04-20 00:18:50,-25.24,130.99,80.6,36,25,12.75,scattered clouds,0.0,0.0
107,Tacuarembo,UY,2020-04-20 00:18:50,-31.73,-55.98,64.29,60,0,5.79,clear sky,0.0,0.0
108,Jamestown,US,2020-04-20 00:15:43,42.1,-79.24,44.6,81,75,13.87,broken clouds,0.0,0.0
109,Avarua,CK,2020-04-20 00:18:50,-21.21,-159.78,82.4,69,2,8.05,clear sky,0.0,0.0
110,Hirara,JP,2020-04-20 00:09:31,24.8,125.28,69.8,100,75,13.87,light intensity shower rain,0.0,0.0
111,Kazerun,IR,2020-04-20 00:18:51,29.62,51.65,64.27,45,98,2.53,overcast clouds,0.0,0.0
112,Khatanga,RU,2020-04-20 00:18:51,71.97,102.5,24.04,95,34,5.41,scattered clouds,0.0,0.0
113,Souillac,MU,2020-04-20 00:18:52,-20.52,57.52,75.2,88,40,11.41,scattered clouds,0.0,0.0
114,Olafsvik,IS,2020-04-20 00:18:52,64.89,-23.71,44.38,91,100,21.25,light rain,1.74,0.0
115,Ribeira Grande,PT,2020-04-20 00:18:53,38.52,-28.7,56.68,63,7,12.53,clear sky,0.0,0.0
116,Liwale,TZ,2020-04-20 00:09:26,-9.77,37.93,66.96,84,80,4.65,broken clouds,0.0,0.0
117,East London,ZA,2020-04-20 00:18:53,-33.02,27.91,76.21,54,0,13.35,clear sky,0.0,0.0
118,Kavieng,PG,2020-04-20 00:16:23,-2.57,150.8,83.79,75,78,7.14,broken clouds,0.0,0.0
119,Cayenne,GF,2020-04-20 00:18:54,4.93,-52.33,78.8,94,75,2.24,mist,0.0,0.0
120,Cape Town,ZA,2020-04-20 00:17:56,-33.93,18.42,63.0,82,75,20.8,broken clouds,0.0,0.0
121,Lethem,GY,2020-04-20 00:18:54,3.38,-59.8,87.51,50,73,7.85,light rain,0.94,0.0
122,Madison,US,2020-04-20 00:15:37,34.73,-86.57,59.0,93,90,8.05,moderate rain,0.0,0.0
123,Vila Do Maio,CV,2020-04-20 00:18:55,15.13,-23.22,71.6,64,20,19.46,few clouds,0.0,0.0
124,Blyznyuky,UA,2020-04-20 00:18:55,48.86,36.56,42.08,61,100,3.78,overcast clouds,0.0,0.0
125,Neuquen,AR,2020-04-20 00:18:55,-38.95,-68.06,68.0,40,81,6.49,broken clouds,0.0,0.0
126,Kruisfontein,ZA,2020-04-20 00:18:57,-34.0,24.73,67.21,49,20,4.18,few clouds,0.0,0.0
127,Chuy,UY,2020-04-20 00:18:57,-33.7,-53.46,64.58,89,23,7.49,few clouds,0.0,0.0
128,Mitu,CO,2020-04-20 00:18:57,1.2,-70.17,73.69,90,62,1.66,light rain,1.93,0.0
129,Sycamore,US,2020-04-20 00:18:57,41.99,-88.69,51.01,57,1,13.87,clear sky,0.0,0.0
130,Victoria,HK,2020-04-20 00:18:04,22.29,114.16,78.01,83,85,5.01,overcast clouds,0.0,0.0
131,Severo-Kurilsk,RU,2020-04-20 00:18:58,50.68,156.12,30.97,91,73,9.89,broken clouds,0.0,0.0
132,Ojinaga,MX,2020-04-20 00:14:12,29.57,-104.42,86.0,7,1,10.29,clear sky,0.0,0.0
133,Ondjiva,AO,2020-04-20 00:18:58,-17.07,15.73,68.49,59,99,3.91,light rain,0.49,0.0
134,Dikson,RU,2020-04-20 00:15:02,73.51,80.55,34.48,89,90,22.77,overcast clouds,0.0,0.0
135,Caravelas,BR,2020-04-20 00:19:00,-17.71,-39.25,76.08,76,78,15.39,broken clouds,0.0,0.0
136,Esperance,AU,2020-04-20 00:18:43,-33.87,121.9,51.8,87,0,8.05,clear sky,0.0,0.0
137,Hobart,AU,2020-04-20 00:19:01,-42.88,147.33,57.99,76,75,6.93,light intensity shower rain,0.0,0.0
138,Maniitsoq,GL,2020-04-20 00:19:01,65.42,-52.9,29.53,94,100,36.17,light snow,0.0,0.97
139,Mar Del Plata,AR,2020-04-20 00:19:01,-38.0,-57.56,66.2,82,29,6.93,scattered clouds,0.0,0.0
140,Great Yarmouth,GB,2020-04-20 00:19:01,52.61,1.73,48.99,90,0,5.99,clear sky,0.0,0.0
141,Bandarbeyla,SO,2020-04-20 00:19:02,9.49,50.81,81.73,68,79,3.11,broken clouds,0.0,0.0
142,Guozhen,CN,2020-04-20 00:19:02,34.37,107.36,57.04,28,81,9.84,broken clouds,0.0,0.0
143,Yacuiba,BO,2020-04-20 00:19:02,-22.04,-63.68,67.15,41,0,3.06,clear sky,0.0,0.0
144,Flic En Flac,MU,2020-04-20 00:19:03,-20.27,57.36,75.2,88,40,11.41,scattered clouds,0.0,0.0
145,Tierranueva,MX,2020-04-20 00:19:03,21.68,-100.57,87.13,11,33,11.12,scattered clouds,0.0,0.0
146,Chokurdakh,RU,2020-04-20 00:19:03,70.63,147.92,7.12,94,86,11.52,overcast clouds,0.0,0.0
147,Nemuro,JP,2020-04-20 00:19:03,43.32,145.57,35.6,93,75,10.29,mist,0.0,0.0
148,Labuhan,ID,2020-04-20 00:16:44,-6.88,112.21,81.0,79,92,2.37,overcast clouds,0.0,0.0
149,Arraial Do Cabo,BR,2020-04-20 00:19:04,-22.97,-42.03,73.67,70,96,4.79,overcast clouds,0.0,0.0
150,Libourne,FR,2020-04-20 00:19:04,44.92,-0.25,59.0,94,94,1.86,light rain,0.12,0.0
151,Saint-Philippe,RE,2020-04-20 00:19:04,-21.36,55.77,75.2,83,75,19.46,broken clouds,0.0,0.0
152,Marzuq,YE,2020-04-20 00:14:50,14.4,46.47,72.27,47,100,2.91,light rain,1.14,0.0
153,Igrim,RU,2020-04-20 00:19:05,63.19,64.42,31.96,97,31,8.08,scattered clouds,0.0,0.0
154,Ostrovnoy,RU,2020-04-20 00:19:05,68.05,39.51,25.7,97,74,7.67,broken clouds,0.0,0.0
155,Katsuura,JP,2020-04-20 00:14:46,35.13,140.3,51.8,93,75,6.93,shower rain,0.0,0.0
156,Kodiak,US,2020-04-20 00:19:05,57.79,-152.41,48.2,76,90,10.29,overcast clouds,0.0,0.0
157,Clyde River,CA,2020-04-20 00:19:06,70.47,-68.59,1.4,64,1,5.32,clear sky,0.0,0.0
158,Kuryk,KZ,2020-04-20 00:19:06,43.2,51.65,53.2,79,40,0.94,scattered clouds,0.0,0.0
159,Syracuse,IT,2020-04-20 00:19:06,37.09,15.28,62.6,93,40,6.93,scattered clouds,0.0,0.0
160,San Carlos De Bariloche,AR,2020-04-20 00:19:06,-41.15,-71.31,50.0,57,40,26.4,scattered clouds,0.0,0.0
161,Gat,IL,2020-04-20 00:19:07,31.61,34.76,62.01,17,1,5.48,clear sky,0.0,0.0
162,Ratnagiri,IN,2020-04-20 00:19:07,16.98,73.3,83.71,70,64,4.32,broken clouds,0.0,0.0
163,Warwick,US,2020-04-20 00:15:33,41.7,-71.42,51.01,69,81,1.99,broken clouds,0.0,0.0
164,Posse,BR,2020-04-20 00:19:08,-14.09,-46.37,68.88,75,63,5.82,light rain,0.14,0.0
165,Eyl,SO,2020-04-20 00:19:08,7.98,49.82,83.3,73,70,5.86,broken clouds,0.0,0.0
166,Gouyave,GD,2020-04-20 00:19:08,12.16,-61.73,80.6,78,20,14.99,few clouds,0.0,0.0
167,Kurchum,KZ,2020-04-20 00:19:09,48.57,83.65,45.7,47,0,7.14,clear sky,0.0,0.0
168,Chapleau,CA,2020-04-20 00:19:09,47.84,-83.4,26.6,30,5,5.82,clear sky,0.0,0.0
169,Virginia Beach,US,2020-04-20 00:16:33,36.85,-75.98,63.0,77,90,4.7,overcast clouds,0.0,0.0
170,Arya,PK,2020-04-20 00:17:23,33.6,73.07,62.01,87,91,6.93,overcast clouds,0.0,0.0
171,Castro,BR,2020-04-20 00:19:10,-24.79,-50.01,57.07,70,34,5.88,scattered clouds,0.0,0.0
172,Kresttsy,RU,2020-04-20 00:19:10,58.25,32.52,30.42,98,53,3.91,broken clouds,0.0,0.0
173,Marawi,PH,2020-04-20 00:19:10,8.0,124.29,77.86,62,61,0.72,broken clouds,0.0,0.0
174,Ayan,RU,2020-04-20 00:14:47,56.45,138.17,22.55,93,100,14.2,light snow,0.0,0.42
175,Belaya Gora,RU,2020-04-20 00:19:11,68.53,146.42,10.67,91,85,9.17,overcast clouds,0.0,0.0
176,Zhigansk,RU,2020-04-20 00:19:11,66.77,123.37,17.51,93,100,8.59,overcast clouds,0.0,0.0
177,Gualaquiza,EC,2020-04-20 00:19:11,-3.4,-78.55,65.01,53,43,0.83,scattered clouds,0.0,0.0
178,Carnarvon,AU,2020-04-20 00:19:11,-24.87,113.63,71.6,83,49,11.41,scattered clouds,0.0,0.0
179,Korsakovo,RU,2020-04-20 00:19:11,53.27,37.36,37.26,76,100,1.72,overcast clouds,0.0,0.0
180,Tuatapere,NZ,2020-04-20 00:19:12,-46.13,167.68,55.99,65,35,5.01,scattered clouds,0.0,0.0
181,Carlos Chagas,BR,2020-04-20 00:14:38,-17.7,-40.77,68.95,84,73,6.4,broken clouds,0.0,0.0
182,Poddorye,RU,2020-04-20 00:19:12,57.47,31.12,30.34,97,18,4.81,few clouds,0.0,0.0
183,Isla Mujeres,MX,2020-04-20 00:19:12,21.23,-86.73,82.4,74,40,17.22,scattered clouds,0.0,0.0
184,Grand Gaube,MU,2020-04-20 00:19:13,-20.01,57.66,75.2,88,40,11.41,scattered clouds,0.0,0.0
185,Cloquet,US,2020-04-20 00:09:21,46.72,-92.46,43.0,20,1,11.41,clear sky,0.0,0.0
186,Kedrovyy,RU,2020-04-20 00:19:13,56.17,91.82,32.0,66,0,4.47,clear sky,0.0,0.0
187,Tibiri,NE,2020-04-20 00:19:13,13.56,7.05,80.31,13,9,2.48,clear sky,0.0,0.0
188,Leningradskiy,RU,2020-04-20 00:19:13,69.38,178.42,13.62,92,93,9.06,overcast clouds,0.0,0.0
189,Deniliquin,AU,2020-04-20 00:19:14,-35.53,144.97,66.0,53,100,11.99,overcast clouds,0.0,0.0
190,Fortuna,US,2020-04-20 00:19:14,40.6,-124.16,55.0,81,90,10.29,overcast clouds,0.0,0.0
191,Shenzhen,CN,2020-04-20 00:19:14,22.55,114.07,80.01,83,94,3.0,overcast clouds,0.0,0.0
192,Saint-Augustin,CA,2020-04-20 00:19:15,51.23,-58.65,28.63,98,100,15.05,light snow,0.0,0.64
193,Puerto Ayora,EC,2020-04-20 00:14:44,-0.74,-90.35,80.01,85,86,8.99,light rain,0.11,0.0
194,Hasaki,JP,2020-04-20 00:19:16,35.73,140.83,48.2,93,75,8.05,shower rain,0.0,0.0
195,Ahipara,NZ,2020-04-20 00:19:16,-35.17,173.17,63.28,90,100,5.37,moderate rain,4.04,0.0
196,Pandan,PH,2020-04-20 00:19:16,14.05,124.17,81.75,75,99,7.52,overcast clouds,0.0,0.0
197,Pisco,PE,2020-04-20 00:17:10,-13.7,-76.22,71.6,73,0,17.22,clear sky,0.0,0.0
198,Nome,US,2020-04-20 00:19:17,64.5,-165.41,39.2,80,90,4.7,overcast clouds,0.0,0.0
199,Sao Joao Da Barra,BR,2020-04-20 00:19:17,-21.64,-41.05,71.65,77,71,6.73,broken clouds,0.0,0.0
200,Najran,SA,2020-04-20 00:19:17,17.49,44.13,69.8,68,75,4.36,broken clouds,0.0,0.0
201,Klaksvik,FO,2020-04-20 00:19:17,62.23,-6.59,42.8,93,1,17.22,clear sky,0.0,0.0
202,Batemans Bay,AU,2020-04-20 00:19:18,-35.72,150.18,63.0,56,100,1.01,overcast clouds,0.0,0.0
203,Nouakchott,MR,2020-04-20 00:19:18,18.09,-15.98,68.0,88,0,13.87,clear sky,0.0,0.0
204,General Pico,AR,2020-04-20 00:19:18,-35.66,-63.76,67.1,52,1,4.68,clear sky,0.0,0.0
205,Trincomalee,LK,2020-04-20 00:19:19,8.57,81.23,81.09,80,19,7.27,few clouds,0.0,0.0
206,Kinshasa,CD,2020-04-20 00:19:19,-4.32,15.32,78.8,78,40,6.93,scattered clouds,0.0,0.0
207,Kaoma,ZM,2020-04-20 00:19:19,-14.78,24.8,59.95,65,7,4.21,clear sky,0.0,0.0
208,Galesong,ID,2020-04-20 00:16:18,-5.32,119.37,77.0,94,20,3.36,few clouds,0.0,0.0
209,Cidreira,BR,2020-04-20 00:19:20,-30.18,-50.21,68.07,85,0,16.93,clear sky,0.0,0.0
210,Kholm,RU,2020-04-20 00:19:20,59.27,32.85,30.24,98,54,3.83,broken clouds,0.0,0.0
211,Ponta Do Sol,PT,2020-04-20 00:19:20,32.67,-17.1,57.99,68,13,5.99,few clouds,0.0,0.0
212,Porrentruy,CH,2020-04-20 00:19:20,47.42,7.08,60.8,76,100,8.05,overcast clouds,0.0,0.0
213,Pucallpa,PE,2020-04-20 00:16:06,-8.38,-74.55,75.6,59,0,1.48,clear sky,0.0,0.0
214,Lompoc,US,2020-04-20 00:15:33,34.64,-120.46,62.01,67,40,13.87,scattered clouds,0.0,0.0
215,Terrace Bay,CA,2020-04-20 00:19:22,48.78,-87.1,27.39,92,61,11.99,light snow,0.0,0.2
216,Narva-Joesuu,EE,2020-04-20 00:19:22,59.46,28.04,36.73,83,69,5.48,broken clouds,0.0,0.0
217,Bosaso,SO,2020-04-20 00:19:22,11.28,49.18,83.1,67,94,1.7,overcast clouds,0.0,0.0
218,Codrington,AU,2020-04-20 00:19:23,-38.27,141.97,60.48,60,62,23.73,light rain,0.18,0.0
219,Cabo San Lucas,MX,2020-04-20 00:19:23,22.89,-109.91,77.0,47,5,9.17,clear sky,0.0,0.0
220,Oktyabrskiy,RU,2020-04-20 00:19:24,54.48,53.47,37.74,73,88,1.63,overcast clouds,0.0,0.0
221,Tahta,EG,2020-04-20 00:19:24,26.77,31.5,73.4,40,0,6.93,clear sky,0.0,0.0
222,Ladario,BR,2020-04-20 00:19:24,-19.0,-57.6,76.78,70,57,2.08,broken clouds,0.0,0.0
223,Biak,ID,2020-04-20 00:19:25,-0.91,122.88,82.11,69,3,2.86,light rain,0.57,0.0
224,Xining,CN,2020-04-20 00:19:25,36.62,101.77,39.6,27,100,3.62,overcast clouds,0.0,0.0
225,Kaeo,NZ,2020-04-20 00:18:44,-35.1,173.78,62.01,94,100,1.01,moderate rain,6.52,0.0
226,Yellowknife,CA,2020-04-20 00:19:25,62.46,-114.35,26.6,58,20,21.92,few clouds,0.0,0.0
227,Odweyne,SO,2020-04-20 00:19:27,9.41,45.06,74.93,50,100,1.07,light rain,2.52,0.0
228,Shahabad,IN,2020-04-20 00:19:27,27.65,79.95,76.21,33,24,5.7,few clouds,0.0,0.0
229,Bilma,NE,2020-04-20 00:19:28,18.69,12.92,84.18,12,42,5.23,scattered clouds,0.0,0.0
230,Pangnirtung,CA,2020-04-20 00:17:04,66.15,-65.71,-1.23,85,36,4.12,scattered clouds,0.0,0.0
231,Los Llanos De Aridane,ES,2020-04-20 00:19:28,28.66,-17.92,64.4,68,41,2.24,scattered clouds,0.0,0.0
232,Yurino,RU,2020-04-20 00:19:28,56.29,46.3,37.4,76,75,6.71,broken clouds,0.0,0.0
233,Maunabo,PR,2020-04-20 00:19:29,18.01,-65.9,79.0,100,16,9.26,few clouds,0.0,0.0
234,Nanchang,CN,2020-04-20 00:19:29,28.68,115.88,62.92,73,13,3.67,few clouds,0.0,0.0
235,Provideniya,RU,2020-04-20 00:19:16,64.38,-173.3,22.44,95,100,14.94,light snow,0.0,0.66
236,Hambantota,LK,2020-04-20 00:19:29,6.12,81.12,81.68,82,76,9.46,broken clouds,0.0,0.0
237,Luderitz,NA,2020-04-20 00:19:30,-26.65,15.16,60.8,87,0,8.05,clear sky,0.0,0.0
238,Vanimo,PG,2020-04-20 00:19:30,-2.67,141.3,82.74,79,100,1.43,moderate rain,6.34,0.0
239,Bushenyi,UG,2020-04-20 00:19:30,-0.59,30.21,60.76,60,99,0.56,overcast clouds,0.0,0.0
240,Carahue,CL,2020-04-20 00:19:30,-38.7,-73.17,53.6,93,100,4.7,overcast clouds,0.0,0.0
241,Krasnoselkup,RU,2020-04-20 00:19:31,65.7,82.47,37.76,93,100,21.5,moderate rain,3.92,0.0
242,Ruteng,ID,2020-04-20 00:19:31,-8.61,120.47,70.39,60,47,2.08,scattered clouds,0.0,0.0
243,Thompson,CA,2020-04-20 00:18:19,55.74,-97.86,23.0,85,90,10.29,light snow,0.0,0.0
244,Iqaluit,CA,2020-04-20 00:19:31,63.75,-68.51,-2.0,70,20,5.82,few clouds,0.0,0.0
245,Avera,US,2020-04-20 00:19:32,33.19,-82.53,57.2,94,90,4.7,light rain,0.0,0.0
246,Darlowo,PL,2020-04-20 00:19:32,54.42,16.41,44.01,71,0,4.09,clear sky,0.0,0.0
247,Lacombe,CA,2020-04-20 00:19:33,52.47,-113.74,55.4,32,40,3.36,scattered clouds,0.0,0.0
248,Srednekolymsk,RU,2020-04-20 00:19:33,67.45,153.68,9.52,93,86,12.19,light snow,0.0,0.19
249,Bata,GQ,2020-04-20 00:19:33,1.86,9.77,77.0,100,40,5.82,scattered clouds,0.0,0.0
250,Port Augusta,AU,2020-04-20 00:19:33,-32.5,137.77,68.0,68,40,8.05,scattered clouds,0.0,0.0
251,Natal,BR,2020-04-20 00:19:34,-5.79,-35.21,78.8,88,20,3.36,few clouds,0.0,0.0
252,Mandalgovi,MN,2020-04-20 00:19:34,45.76,106.27,23.63,51,38,14.63,scattered clouds,0.0,0.0
253,Saint George,US,2020-04-20 00:15:42,37.1,-113.58,71.6,26,20,11.41,few clouds,0.0,0.0
254,Farah,AF,2020-04-20 00:19:34,32.5,62.5,60.6,41,0,1.54,clear sky,0.0,0.0
255,Grindavik,IS,2020-04-20 00:19:35,63.84,-22.43,46.4,100,90,29.97,light intensity drizzle rain,0.0,0.0
256,Arti,RU,2020-04-20 00:19:35,56.42,58.53,34.09,81,18,3.15,few clouds,0.0,0.0
257,Obera,AR,2020-04-20 00:19:35,-27.49,-55.12,63.61,59,0,2.08,clear sky,0.0,0.0
258,Katghora,IN,2020-04-20 00:19:35,22.5,82.55,78.17,31,51,2.44,broken clouds,0.0,0.0
259,Kisangani,CD,2020-04-20 00:19:35,0.52,25.2,71.02,80,99,1.19,overcast clouds,0.0,0.0
260,Olinda,BR,2020-04-20 00:19:36,-8.01,-34.86,80.6,83,40,2.24,scattered clouds,0.0,0.0
261,Santiago De Chuco,PE,2020-04-20 00:19:36,-8.15,-78.18,50.94,37,79,2.3,light rain,0.78,0.0
262,Ndele,CF,2020-04-20 00:19:36,8.41,20.65,80.29,48,89,6.71,overcast clouds,0.0,0.0
263,Sumenep,ID,2020-04-20 00:19:36,-7.02,113.87,82.38,74,100,0.49,overcast clouds,0.0,0.0
264,Laibin,CN,2020-04-20 00:19:37,23.7,109.27,74.53,81,62,5.93,broken clouds,0.0,0.0
265,Lazaro Cardenas,MX,2020-04-20 00:19:37,17.96,-102.2,80.53,71,35,6.82,scattered clouds,0.0,0.0
266,Shimoda,JP,2020-04-20 00:19:37,34.67,138.95,51.8,93,75,14.99,light intensity shower rain,0.0,0.0
267,Ust-Ilimsk,RU,2020-04-20 00:17:26,58.0,102.66,25.68,86,0,2.89,clear sky,0.0,0.0
268,Bintulu,MY,2020-04-20 00:19:37,3.17,113.03,80.6,94,75,2.91,broken clouds,0.0,0.0
269,Brigantine,US,2020-04-20 00:19:38,39.41,-74.36,55.4,62,1,8.05,clear sky,0.0,0.0
270,Kushima,JP,2020-04-20 00:19:38,31.46,131.23,66.2,68,75,11.41,broken clouds,0.0,0.0
271,Diamantino,BR,2020-04-20 00:19:38,-14.41,-56.45,75.29,76,15,1.72,few clouds,0.0,0.0
272,Oeiras,BR,2020-04-20 00:19:39,-7.03,-42.13,76.05,82,100,3.76,light rain,1.55,0.0
273,Melo,UY,2020-04-20 00:19:39,-32.37,-54.18,62.94,66,0,3.29,clear sky,0.0,0.0
274,Zabid,YE,2020-04-20 00:19:39,14.2,43.32,86.45,60,88,8.12,overcast clouds,0.0,0.0
275,Kudahuvadhoo,MV,2020-04-20 00:19:39,2.67,72.89,85.15,72,71,9.44,broken clouds,0.0,0.0
276,Matamoros,MX,2020-04-20 00:15:56,25.53,-103.25,95.0,5,75,4.7,broken clouds,0.0,0.0
277,Cockburn Town,TC,2020-04-20 00:17:25,21.46,-71.14,79.18,82,7,16.49,clear sky,0.0,0.0
278,Darab,IR,2020-04-20 00:19:40,28.75,54.54,64.99,37,100,3.33,overcast clouds,0.0,0.0
279,Airai,TL,2020-04-20 00:19:41,-8.93,125.41,67.21,52,0,2.8,clear sky,0.0,0.0
280,Nyurba,RU,2020-04-20 00:19:41,63.28,118.33,20.48,93,87,4.81,overcast clouds,0.0,0.0
281,Sawakin,SD,2020-04-20 00:19:42,19.11,37.33,77.45,46,67,3.65,broken clouds,0.0,0.0
282,Bela,IN,2020-04-20 00:19:42,25.93,81.98,79.54,24,56,3.33,broken clouds,0.0,0.0
283,Mattawa,US,2020-04-20 00:19:42,46.74,-119.9,72.0,33,1,3.36,clear sky,0.0,0.0
284,Awjilah,LY,2020-04-20 00:19:43,29.11,21.29,71.08,24,32,8.59,scattered clouds,0.0,0.0
285,Gornopravdinsk,RU,2020-04-20 00:19:43,60.05,69.9,34.54,88,0,4.18,clear sky,0.0,0.0
286,Sao Jose Da Coroa Grande,BR,2020-04-20 00:19:43,-8.9,-35.15,80.71,80,31,7.25,light rain,0.24,0.0
287,Folldal,NO,2020-04-20 00:19:43,62.13,10.0,29.8,73,21,2.86,few clouds,0.0,0.0
288,Galich,RU,2020-04-20 00:19:44,58.38,42.35,31.89,92,26,1.28,scattered clouds,0.0,0.0
289,Monterey,US,2020-04-20 00:19:44,36.25,-121.25,64.99,60,90,5.01,overcast clouds,0.0,0.0
290,Sola,VU,2020-04-20 00:19:45,-13.88,167.55,89.6,75,40,5.82,scattered clouds,0.0,0.0
291,Puri,IN,2020-04-20 00:19:45,19.8,85.85,79.29,92,59,7.81,broken clouds,0.0,0.0
292,Rorvik,NO,2020-04-20 00:19:45,64.86,11.24,41.54,82,98,5.32,overcast clouds,0.0,0.0
293,Papagaios,BR,2020-04-20 00:19:46,-19.45,-44.75,66.27,75,85,7.76,overcast clouds,0.0,0.0
294,Wembley,AU,2020-04-20 00:19:46,-31.93,115.8,62.01,87,40,4.7,scattered clouds,0.0,0.0
295,Bengkulu,ID,2020-04-20 00:19:46,-3.8,102.27,78.13,83,84,4.12,broken clouds,0.0,0.0
296,Cabedelo,BR,2020-04-20 00:19:46,-6.98,-34.83,78.8,88,11,3.36,light rain,2.52,0.0
297,Dhidhdhoo,MV,2020-04-20 00:14:48,6.88,73.1,86.45,69,33,8.08,scattered clouds,0.0,0.0
298,Zambezi,ZM,2020-04-20 00:19:47,-13.54,23.1,63.79,63,54,5.46,broken clouds,0.0,0.0
